Date Applied,Transaction Code,System Event Description,Order No,Order Type,Transaction Qty,On Hand Qty After Transaction,Lead Time Coverage,Order Point,Lot Size
2024-08-30,INTSHIP,Issue for Material Requisition,22255,Material Requisition,-36,4147,0.7,4000,8000
2024-08-30,INTSHIP,Issue for Material Requisition,22244,Material Requisition,-36,4111,0.69,4000,8000
2024-08-31,INTSHIP,Issue for Material Requisition,22276,Material Requisition,-36,4075,0.69,4000,8000
2024-08-31,INTSHIP,Issue for Material Requisition,22291,Material Requisition,-36,4039,0.68,4000,8000
2024-09-01,ARRIVAL,Receipt of Purchase Order,6895,Purchase Order,2490,6529,1.1,4000,8000
2024-09-01,INTSHIP,Issue for Material Requisition,22306,Material Requisition,-38,6491,1.09,4000,8000
2024-09-01,INTSHIP,Issue for Material Requisition,22293,Material Requisition,-60,6431,1.08,4000,8000
2024-09-03,INTSHIP,Issue for Material Requisition,22341,Material Requisition,-34,6386,1.07,4000,8000
2024-09-03,INTSHIP,Issue for Material Requisition,22341,Material Requisition,-11,6420,1.08,4000,8000
2024-09-03,INTSHIP,Issue for Material Requisition,22354,Material Requisition,-60,6326,1.06,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22330,Material Requisition,-60,6266,1.05,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22359,Material Requisition,-36,6230,1.05,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22372,Material Requisition,-72,6158,1.04,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22381,Material Requisition,-30,6128,1.03,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22401,Material Requisition,-60,6068,1.02,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22447,Material Requisition,-30,6038,1.02,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22420,Material Requisition,-36,6002,1.01,4000,8000
2024-09-07,INTSHIP,Issue for Material Requisition,22412,Material Requisition,-30,5972,1,4000,8000
2024-09-08,INTSHIP,Issue for Material Requisition,22482,Material Requisition,-30,5942,1,4000,8000
2024-09-09,INTSHIP,Issue for Material Requisition,22512,Material Requisition,-30,5912,0.99,4000,8000
2024-09-09,INTSHIP,Issue for Material Requisition,22512,Material Requisition,-4,5908,0.99,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22415,Material Requisition,-60,5848,0.98,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22438,Material Requisition,-30,5818,0.98,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22451,Material Requisition,-30,5788,0.97,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22474,Material Requisition,-12,5776,0.97,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22496,Material Requisition,-60,5716,0.96,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22521,Material Requisition,-60,5656,0.95,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22564,Material Requisition,-60,5596,0.94,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22533,Material Requisition,-30,5566,0.94,4000,8000
2024-09-11,INTSHIP,Issue for Material Requisition,22552,Material Requisition,-36,5530,0.93,4000,8000
2024-09-12,INTSHIP,Issue for Material Requisition,22550,Material Requisition,-60,5470,0.92,4000,8000
2024-09-12,INTSHIP,Issue for Material Requisition,22584,Material Requisition,-60,5410,0.91,4000,8000
2024-09-13,INTSHIP,Issue for Material Requisition,22596,Material Requisition,-30,5380,0.91,4000,8000
2024-09-13,INTSHIP,Issue for Material Requisition,22576,Material Requisition,-30,5350,0.9,4000,8000
2024-09-13,INTSHIP,Issue for Material Requisition,22601,Material Requisition,-60,5290,0.89,4000,8000
2024-09-17,INTSHIP,Issue for Material Requisition,22690,Material Requisition,-60,5230,0.88,4000,8000
2024-09-17,INTSHIP,Issue for Material Requisition,22612,Material Requisition,-60,5170,0.87,4000,8000
2024-09-17,INTSHIP,Issue for Material Requisition,22623,Material Requisition,-60,5110,0.86,4000,8000
2024-09-17,INTSHIP,Issue for Material Requisition,22659,Material Requisition,-60,5050,0.85,4000,8000
2024-09-18,INTSHIP,Issue for Material Requisition,22684,Material Requisition,-60,4990,0.84,4000,8000
2024-09-18,INTSHIP,Issue for Material Requisition,22709,Material Requisition,-60,4930,0.83,4000,8000
2024-09-18,INTSHIP,Issue for Material Requisition,22671,Material Requisition,-30,4900,0.82,4000,8000
2024-09-18,INTSHIP,Issue for Material Requisition,22691,Material Requisition,-30,4870,0.82,4000,8000
2024-09-19,INTSHIP,Issue for Material Requisition,22644,Material Requisition,-30,4840,0.81,4000,8000
2024-09-19,INTSHIP,Issue for Material Requisition,22628,Material Requisition,-30,4810,0.81,4000,8000
2024-09-19,INTSHIP,Issue for Material Requisition,22610,Material Requisition,-30,4780,0.8,4000,8000
2024-09-19,INTSHIP,Issue for Material Requisition,22713,Material Requisition,-36,4744,0.8,4000,8000
2024-09-19,INTSHIP,Issue for Material Requisition,22727,Material Requisition,-60,4684,0.79,4000,8000
2024-09-20,INTSHIP,Issue for Material Requisition,22752,Material Requisition,-60,4624,0.78,4000,8000
2024-09-21,INTSHIP,Issue for Material Requisition,22738,Material Requisition,-36,4588,0.77,4000,8000
2024-09-21,INTSHIP,Issue for Material Requisition,22755,Material Requisition,-36,4552,0.77,4000,8000
2024-09-21,INTSHIP,Issue for Material Requisition,22760,Material Requisition,-60,4492,0.76,4000,8000
2024-09-21,INTSHIP,Issue for Material Requisition,22765,Material Requisition,-36,4456,0.75,4000,8000
2024-09-22,INTSHIP,Issue for Material Requisition,22696,Material Requisition,-60,4396,0.74,4000,8000
2024-09-22,INTSHIP,Issue for Material Requisition,22790,Material Requisition,-30,4366,0.73,4000,8000
2024-09-23,INTSHIP,Issue for Material Requisition,22775,Material Requisition,-36,4330,0.73,4000,8000
2024-09-25,INTSHIP,Issue for Material Requisition,22809,Material Requisition,-60,4270,0.72,4000,8000
2024-09-25,INTSHIP,Issue for Material Requisition,22824,Material Requisition,-36,4234,0.71,4000,8000
2024-09-25,INTSHIP,Issue for Material Requisition,22834,Material Requisition,-60,4174,0.7,4000,8000
2024-09-25,INTSHIP,Issue for Material Requisition,22852,Material Requisition,-36,4138,0.7,4000,8000
2024-09-28,INTSHIP,Issue for Material Requisition,22860,Material Requisition,-60,4078,0.69,4000,8000
2024-09-28,INTSHIP,Issue for Material Requisition,22898,Material Requisition,-30,4048,0.68,4000,8000
2024-09-28,INTSHIP,Issue for Material Requisition,22891,Material Requisition,-60,3988,0.67,4000,8000
2024-09-28,INTSHIP,Issue for Material Requisition,22889,Material Requisition,-36,3952,0.66,4000,8000
2024-09-28,INTSHIP,Issue for Material Requisition,22884,Material Requisition,-60,3892,0.65,4000,8000
2024-09-28,INTSHIP,Issue for Material Requisition,22869,Material Requisition,-36,3856,0.65,4000,8000
2024-09-30,INTSHIP,Issue for Material Requisition,22924,Material Requisition,-30,3826,0.64,4000,8000
2024-09-30,INTSHIP,Issue for Material Requisition,22949,Material Requisition,-30,3796,0.64,4000,8000
2024-09-30,INTSHIP,Issue for Material Requisition,22900,Material Requisition,-60,3736,0.63,4000,8000
2024-09-30,INTSHIP,Issue for Material Requisition,22936,Material Requisition,-60,3676,0.62,4000,8000
2024-09-30,INTSHIP,Issue for Material Requisition,22937,Material Requisition,-24,3652,0.61,4000,8000
2024-10-02,INTSHIP,Issue for Material Requisition,22957,Material Requisition,-60,3592,0.6,4000,8000
2024-10-02,INTSHIP,Issue for Material Requisition,22974,Material Requisition,-60,3532,0.59,4000,8000
2024-10-02,INTSHIP,Issue for Material Requisition,22969,Material Requisition,-27,3505,0.59,4000,8000
2024-10-02,INTSHIP,Issue for Material Requisition,22978,Material Requisition,-30,3475,0.58,4000,8000
2024-10-04,INTSHIP,Issue for Material Requisition,23062,Material Requisition,-60,3415,0.57,4000,8000
2024-10-04,INTSHIP,Issue for Material Requisition,23042,Material Requisition,-60,3355,0.56,4000,8000
2024-10-04,INTSHIP,Issue for Material Requisition,23011,Material Requisition,-60,3295,0.55,4000,8000
2024-10-05,INTSHIP,Issue for Material Requisition,23069,Material Requisition,-60,3235,0.54,4000,8000
2024-10-06,INTSHIP,Issue for Material Requisition,23036,Material Requisition,-30,3205,0.54,4000,8000
2024-10-06,INTSHIP,Issue for Material Requisition,23055,Material Requisition,-30,3175,0.53,4000,8000
2024-10-06,INTSHIP,Issue for Material Requisition,23070,Material Requisition,-30,3145,0.53,4000,8000
2024-10-06,INTSHIP,Issue for Material Requisition,23089,Material Requisition,-30,3115,0.52,4000,8000
2024-10-07,INTSHIP,Issue for Material Requisition,23104,Material Requisition,-60,3055,0.51,4000,8000
2024-10-07,INTSHIP,Issue for Material Requisition,23125,Material Requisition,-60,2995,0.5,4000,8000
2024-10-08,INTSHIP,Issue for Material Requisition,23113,Material Requisition,-30,2965,0.5,4000,8000
2024-10-08,INTSHIP,Issue for Material Requisition,23150,Material Requisition,-70,2895,0.49,4000,8000
2024-10-09,INTSHIP,Issue for Material Requisition,23152,Material Requisition,-36,2859,0.48,4000,8000
2024-10-09,INTSHIP,Issue for Material Requisition,23118,Material Requisition,-17.5,2841.5,0.48,4000,8000
2024-10-09,INTSHIP,Issue for Material Requisition,23186,Material Requisition,-60,2781.5,0.47,4000,8000
2024-10-11,INTSHIP,Issue for Material Requisition,23209,Material Requisition,-60,2721.5,0.46,4000,8000
2024-10-11,INTSHIP,Issue for Material Requisition,23209,Material Requisition,-60,2661.5,0.45,4000,8000
2024-10-11,INTSHIP,Issue for Material Requisition,23214,Material Requisition,-36,2625.5,0.44,4000,8000
2024-10-11,INTSHIP,Issue for Material Requisition,23221,Material Requisition,-52,2573.5,0.43,4000,8000
2024-10-11,INTSHIP,Issue for Material Requisition,23200,Material Requisition,-36,2537.5,0.43,4000,8000
2024-10-12,INTSHIP,Issue for Material Requisition,23172,Material Requisition,-36,2501.5,0.42,4000,8000
2024-10-13,INTSHIP,Issue for Material Requisition,23226,Material Requisition,-60,2441.5,0.41,4000,8000
2024-10-13,INTSHIP,Issue for Material Requisition,23265,Material Requisition,-60,2381.5,0.4,4000,8000
2024-10-13,INTSHIP,Issue for Material Requisition,23225,Material Requisition,-36,2345.5,0.39,4000,8000
2024-10-13,INTSHIP,Issue for Material Requisition,23234,Material Requisition,-36,2309.5,0.39,4000,8000
2024-10-14,INTSHIP,Issue for Material Requisition,23276,Material Requisition,-36,2273.5,0.38,4000,8000
2024-10-15,INTSHIP,Issue for Material Requisition,23318,Material Requisition,-36,2237.5,0.38,4000,8000
2024-10-16,INTSHIP,Issue for Material Requisition,23227,Material Requisition,-15,2222.5,0.37,4000,8000
2024-10-16,INTSHIP,Issue for Material Requisition,23299,Material Requisition,-60,2162.5,0.36,4000,8000
2024-10-16,INTSHIP,Issue for Material Requisition,23333,Material Requisition,-60,2102.5,0.35,4000,8000
2024-10-16,INTSHIP,Issue for Material Requisition,23341,Material Requisition,-36,2066.5,0.35,4000,8000
2024-10-16,INTSHIP,Issue for Material Requisition,23341,Material Requisition,-4,2062.5,0.35,4000,8000
2024-10-19,INTSHIP,Issue for Material Requisition,23381,Material Requisition,-36,2026.5,0.34,4000,8000
2024-10-19,INTSHIP,Issue for Material Requisition,23393,Material Requisition,-60,1966.5,0.33,4000,8000
2024-10-19,INTSHIP,Issue for Material Requisition,23402,Material Requisition,-36,1930.5,0.32,4000,8000
2024-10-20,INTSHIP,Issue for Material Requisition,23448,Material Requisition,-30,1900.5,0.32,4000,8000
2024-10-20,INTSHIP,Issue for Material Requisition,23365,Material Requisition,-60,1840.5,0.31,4000,8000
2024-10-20,INTSHIP,Issue for Material Requisition,23414,Material Requisition,-60,1780.5,0.3,4000,8000
2024-10-20,INTSHIP,Issue for Material Requisition,23410,Material Requisition,-60,1720.5,0.29,4000,8000
2024-10-20,INTSHIP,Issue for Material Requisition,23431,Material Requisition,-75,1645.5,0.28,4000,8000
2024-10-21,INTSHIP,Issue for Material Requisition,23433,Material Requisition,-30,1615.5,0.27,4000,8000
2024-10-21,INTSHIP,Issue for Material Requisition,23513,Material Requisition,-60,1555.5,0.26,4000,8000
2024-10-21,INTSHIP,Issue for Material Requisition,23425,Material Requisition,-28,1527.5,0.26,4000,8000
2024-10-21,INTSHIP,Issue for Material Requisition,23512,Material Requisition,-24,1503.5,0.25,4000,8000
2024-10-22,INTSHIP,Issue for Material Requisition,23554,Material Requisition,-30,1473.5,0.25,4000,8000
2024-10-22,INTSHIP,Issue for Material Requisition,23466,Material Requisition,-62.5,1411,0.24,4000,8000
2024-10-22,INTSHIP,Issue for Material Requisition,23532,Material Requisition,-70,1341,0.23,4000,8000
2024-10-23,INTSHIP,Issue for Material Requisition,23559,Material Requisition,-60,1281,0.22,4000,8000
2024-10-24,INTSHIP,Issue for Material Requisition,23580,Material Requisition,-30,1251,0.21,4000,8000
2024-10-24,INTSHIP,Issue for Material Requisition,23597,Material Requisition,-135,1116,0.19,4000,8000
2024-10-25,INTSHIP,Issue for Material Requisition,23647,Material Requisition,-65,1051,0.18,4000,8000
2024-10-26,INTSHIP,Issue for Material Requisition,23643,Material Requisition,-46,1005,0.17,4000,8000
2024-10-27,INTSHIP,Issue for Material Requisition,23669,Material Requisition,-30,975,0.16,4000,8000
2024-10-27,INTSHIP,Issue for Material Requisition,23692,Material Requisition,-30,945,0.16,4000,8000
2024-10-28,INTSHIP,Issue for Material Requisition,23721,Material Requisition,-36,909,0.15,4000,8000
2024-10-28,INTSHIP,Issue for Material Requisition,23735,Material Requisition,-20,889,0.15,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23667,Material Requisition,-70,819,0.14,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23710,Material Requisition,-75,744,0.13,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23726,Material Requisition,-75,669,0.11,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23737,Material Requisition,-20,609,0.1,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23737,Material Requisition,-40,629,0.11,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23764,Material Requisition,-36,573,0.1,4000,8000
2024-10-29,INTSHIP,Issue for Material Requisition,23790,Material Requisition,-36,537,0.09,4000,8000
2024-10-31,INTSHIP,Issue for Material Requisition,23762,Material Requisition,-75,462,0.08,4000,8000
2024-10-31,INTSHIP,Issue for Material Requisition,23801,Material Requisition,-55,407,0.07,4000,8000
2024-10-31,ARRIVAL,Receipt of Purchase Order,8168,Purchase Order,4500,4728.5,0.8,4000,8000
2024-11-01,INTSHIP,Issue for Material Requisition,23826,Material Requisition,-62.5,344.5,0.06,4000,8000
2024-11-01,INTSHIP,Issue for Material Requisition,23816,Material Requisition,-36,308.5,0.05,4000,8000
2024-11-01,INTSHIP,Issue for Material Requisition,23835,Material Requisition,-40,268.5,0.05,4000,8000
2024-11-02,INTSHIP,Issue for Material Requisition,23850,Material Requisition,-40,228.5,0.04,4000,8000
2024-11-02,ARRIVAL,Receipt of Purchase Order,8168,Purchase Order,2502,7230.5,1.22,4000,8000
2024-11-02,INTSHIP,Issue for Material Requisition,23843,Material Requisition,-72,7158.5,1.2,4000,8000
2024-11-02,INTSHIP,Issue for Material Requisition,23846,Material Requisition,-72,7086.5,1.19,4000,8000
2024-11-03,INTSHIP,Issue for Material Requisition,23854,Material Requisition,-36,7050.5,1.19,4000,8000
2024-11-03,INTSHIP,Issue for Material Requisition,23883,Material Requisition,-72,6978.5,1.17,4000,8000
2024-11-04,INTSHIP,Issue for Material Requisition,23888,Material Requisition,-36,6942.5,1.17,4000,8000
2024-11-04,INTSHIP,Issue for Material Requisition,23916,Material Requisition,-36,6906.5,1.16,4000,8000
2024-11-06,INTSHIP,Issue for Material Requisition,23189,Material Requisition,-36,6870.5,1.16,4000,8000
2024-11-06,INTSHIP,Issue for Material Requisition,23907,Material Requisition,-72,6798.5,1.14,4000,8000
2024-11-06,INTSHIP,Issue for Material Requisition,23935,Material Requisition,-72,6726.5,1.13,4000,8000
2024-11-09,INTSHIP,Issue for Material Requisition,23958,Material Requisition,-36,6690.5,1.13,4000,8000
2024-11-09,INTSHIP,Issue for Material Requisition,23960,Material Requisition,-72,6618.5,1.11,4000,8000
2024-11-09,INTSHIP,Issue for Material Requisition,23976,Material Requisition,-72,6546.5,1.1,4000,8000
2024-11-09,INTSHIP,Issue for Material Requisition,23983,Material Requisition,-36,6510.5,1.1,4000,8000
2024-11-09,INTSHIP,Issue for Material Requisition,24010,Material Requisition,-17.5,6480.5,1.09,4000,8000
2024-11-09,INTSHIP,Issue for Material Requisition,24010,Material Requisition,-12.5,6498,1.09,4000,8000
2024-11-10,INTSHIP,Issue for Material Requisition,24002,Material Requisition,-72,6408.5,1.08,4000,8000
2024-11-10,INTSHIP,Issue for Material Requisition,24012,Material Requisition,-24,6384.5,1.07,4000,8000
2024-11-10,INTSHIP,Issue for Material Requisition,24020,Material Requisition,-30,6354.5,1.07,4000,8000
2024-11-11,INTSHIP,Issue for Material Requisition,24052,Material Requisition,-30,6324.5,1.06,4000,8000
2024-11-12,INTSHIP,Issue for Material Requisition,24038,Material Requisition,-72,6252.5,1.05,4000,8000
2024-11-12,INTSHIP,Issue for Material Requisition,24058,Material Requisition,-72,6180.5,1.04,4000,8000
2024-11-12,INTSHIP,Issue for Material Requisition,24070,Material Requisition,-30,6150.5,1.03,4000,8000
2024-11-12,INTSHIP,Issue for Material Requisition,24080,Material Requisition,-72,6078.5,1.02,4000,8000
2024-11-13,INTSHIP,Issue for Material Requisition,24100,Material Requisition,-30,6048.5,1.02,4000,8000
2024-11-14,INTSHIP,Issue for Material Requisition,24138,Material Requisition,-72,5976.5,1.01,4000,8000
2024-11-14,INTSHIP,Issue for Material Requisition,24113,Material Requisition,-72,5904.5,0.99,4000,8000
2024-11-15,INTSHIP,Issue for Material Requisition,24154,Material Requisition,-72,5832.5,0.98,4000,8000
2024-11-16,INTSHIP,Issue for Material Requisition,24168,Material Requisition,-30,5802.5,0.98,4000,8000
2024-11-16,INTSHIP,Issue for Material Requisition,24147,Material Requisition,-30,5772.5,0.97,4000,8000
2024-11-16,INTSHIP,Issue for Material Requisition,24169,Material Requisition,-72,5700.5,0.96,4000,8000
2024-11-16,INTSHIP,Issue for Material Requisition,24141,Material Requisition,-30,5670.5,0.95,4000,8000
2024-11-16,INTSHIP,Issue for Material Requisition,24191,Material Requisition,-30,5640.5,0.95,4000,8000
2024-11-18,INTSHIP,Issue for Material Requisition,24221,Material Requisition,-30,5610.5,0.94,4000,8000
2024-11-18,INTSHIP,Issue for Material Requisition,24198,Material Requisition,-72,5538.5,0.93,4000,8000
2024-11-18,INTSHIP,Issue for Material Requisition,24226,Material Requisition,-70,5468.5,0.92,4000,8000
2024-11-19,INTSHIP,Issue for Material Requisition,24248,Material Requisition,-36,5432.5,0.91,4000,8000
2024-11-20,INTSHIP,Issue for Material Requisition,24271,Material Requisition,-36,5396.5,0.91,4000,8000
2024-11-22,INTSHIP,Issue for Material Requisition,24259,Material Requisition,-72,5324.5,0.9,4000,8000
2024-11-22,INTSHIP,Issue for Material Requisition,24283,Material Requisition,-72,5252.5,0.88,4000,8000
2024-11-22,INTSHIP,Issue for Material Requisition,24311,Material Requisition,-72,5180.5,0.87,4000,8000
2024-11-22,INTSHIP,Issue for Material Requisition,24320,Material Requisition,-72,5108.5,0.86,4000,8000
2024-11-22,INTSHIP,Issue for Material Requisition,24326,Material Requisition,-36,5072.5,0.85,4000,8000
2024-11-22,INTSHIP,Issue for Material Requisition,24312,Material Requisition,-48,5024.5,0.85,4000,8000
2024-11-23,INTSHIP,Issue for Material Requisition,24290,Material Requisition,-48,4976.5,0.84,4000,8000
2024-11-23,INTSHIP,Issue for Material Requisition,24327,Material Requisition,-72,4904.5,0.83,4000,8000
2024-11-24,INTSHIP,Issue for Material Requisition,24348,Material Requisition,-36,4868.5,0.82,4000,8000
2024-11-25,INTSHIP,Issue for Material Requisition,24360,Material Requisition,-72,4796.5,0.81,4000,8000
2024-11-26,INTSHIP,Issue for Material Requisition,24391,Material Requisition,-72,4724.5,0.79,4000,8000
2024-11-26,INTSHIP,Issue for Material Requisition,24372,Material Requisition,-48,4676.5,0.79,4000,8000
2024-11-26,INTSHIP,Issue for Material Requisition,24393,Material Requisition,-48,4628.5,0.78,4000,8000
2024-11-27,INTSHIP,Issue for Material Requisition,24420,Material Requisition,-48,4580.5,0.77,4000,8000
2024-11-28,INTSHIP,Issue for Material Requisition,24422,Material Requisition,-72,4508.5,0.76,4000,8000
2024-11-29,INTSHIP,Issue for Material Requisition,24472,Material Requisition,-20,4488.5,0.76,4000,8000
2024-11-29,INTSHIP,Issue for Material Requisition,24472,Material Requisition,-52,4436.5,0.75,4000,8000
2024-11-30,INTSHIP,Issue for Material Requisition,24448,Material Requisition,-48,4388.5,0.74,4000,8000
2024-11-30,INTSHIP,Issue for Material Requisition,24489,Material Requisition,-36,4352.5,0.73,4000,8000
2024-12-01,INTSHIP,Issue for Material Requisition,24485,Material Requisition,-72,4280.5,0.72,4000,8000
2024-12-01,INTSHIP,Issue for Material Requisition,24494,Material Requisition,-24,4256.5,0.72,4000,8000
2024-12-02,INTSHIP,Issue for Material Requisition,24515,Material Requisition,-72,4184.5,0.7,4000,8000
2024-12-02,INTSHIP,Issue for Material Requisition,24490,Material Requisition,-72,4112.5,0.69,4000,8000
2024-12-02,INTSHIP,Issue for Material Requisition,24528,Material Requisition,-36,4076.5,0.69,4000,8000
2024-12-02,INTSHIP,Issue for Material Requisition,24505,Material Requisition,-36,4040.5,0.68,4000,8000
2024-12-03,INTSHIP,Issue for Material Requisition,24579,Material Requisition,-30,4010.5,0.67,4000,8000
2024-12-03,INTSHIP,Issue for Material Requisition,24556,Material Requisition,-30,3980.5,0.67,4000,8000
2024-12-04,INTSHIP,Issue for Material Requisition,24538,Material Requisition,-72,3908.5,0.66,4000,8000
2024-12-04,INTSHIP,Issue for Material Requisition,24567,Material Requisition,-72,3836.5,0.65,4000,8000
2024-12-05,INTSHIP,Issue for Material Requisition,24585,Material Requisition,-72,3764.5,0.63,4000,8000
2024-12-05,INTSHIP,Issue for Material Requisition,24606,Material Requisition,-72,3692.5,0.62,4000,8000
2024-12-06,INTSHIP,Issue for Material Requisition,24624,Material Requisition,-36,3656.5,0.62,4000,8000
2024-12-06,INTSHIP,Issue for Material Requisition,24600,Material Requisition,-30,3626.5,0.61,4000,8000
2024-12-06,INTSHIP,Issue for Material Requisition,24632,Material Requisition,-72,3554.5,0.6,4000,8000
2024-12-07,INTSHIP,Issue for Material Requisition,24650,Material Requisition,-36,3518.5,0.59,4000,8000
2024-12-08,INTSHIP,Issue for Material Requisition,22436,Material Requisition,-72,3446.5,0.58,4000,8000
2024-12-08,INTSHIP,Issue for Material Requisition,23534,Material Requisition,-72,3374.5,0.57,4000,8000
2024-12-09,INTSHIP,Issue for Material Requisition,24683,Material Requisition,-30,3344.5,0.56,4000,8000
2024-12-09,INTSHIP,Issue for Material Requisition,24717,Material Requisition,-45,3299.5,0.56,4000,8000
2024-12-10,INTSHIP,Issue for Material Requisition,24757,Material Requisition,-30,3269.5,0.55,4000,8000
2024-12-10,ARRIVAL,Receipt of Purchase Order,8616,Purchase Order,3600,6869.5,1.16,4000,8000
2024-12-11,INTSHIP,Issue for Material Requisition,23398,Material Requisition,-72,6797.5,1.14,4000,8000
2024-12-11,INTSHIP,Issue for Material Requisition,24761,Material Requisition,-96,6701.5,1.13,4000,8000
2024-12-12,INTSHIP,Issue for Material Requisition,24793,Material Requisition,-36,6665.5,1.12,4000,8000
2024-12-12,INTSHIP,Issue for Material Requisition,24802,Material Requisition,-96,6569.5,1.11,4000,8000
2024-12-12,INTSHIP,Issue for Material Requisition,24860,Material Requisition,-96,6473.5,1.09,4000,8000
2024-12-13,INTSHIP,Issue for Material Requisition,24891,Material Requisition,-72,6401.5,1.08,4000,8000
2024-12-14,INTSHIP,Issue for Material Requisition,24842,Material Requisition,-36,6365.5,1.07,4000,8000
2024-12-14,INTSHIP,Issue for Material Requisition,24902,Material Requisition,-72,6293.5,1.06,4000,8000
2024-12-14,INTSHIP,Issue for Material Requisition,24886,Material Requisition,-36,6257.5,1.05,4000,8000
2024-12-14,INTSHIP,Issue for Material Requisition,24904,Material Requisition,-36,6221.5,1.05,4000,8000
2024-12-15,INTSHIP,Issue for Material Requisition,24944,Material Requisition,-36,6185.5,1.04,4000,8000
2024-12-15,ARRIVAL,Receipt of Purchase Order,8616,Purchase Order,2400,8585.5,1.44,4000,8000
2024-12-16,INTSHIP,Issue for Material Requisition,24971,Material Requisition,-72,8513.5,1.43,4000,8000
2024-12-16,INTSHIP,Issue for Material Requisition,24974,Material Requisition,-36,8477.5,1.43,4000,8000
2024-12-17,INTSHIP,Issue for Material Requisition,25047,Material Requisition,-72,8405.5,1.41,4000,8000
2024-12-17,INTSHIP,Issue for Material Requisition,25029,Material Requisition,-36,8369.5,1.41,4000,8000
2024-12-19,INTSHIP,Issue for Material Requisition,25068,Material Requisition,-36,8333.5,1.4,4000,8000
2024-12-19,INTSHIP,Issue for Material Requisition,25150,Material Requisition,-72,8261.5,1.39,4000,8000
2024-12-19,INTSHIP,Issue for Material Requisition,25095,Material Requisition,-72,8189.5,1.38,4000,8000
2024-12-19,INTSHIP,Issue for Material Requisition,25104,Material Requisition,-36,8153.5,1.37,4000,8000
2024-12-21,INTSHIP,Issue for Material Requisition,25147,Material Requisition,-36,8117.5,1.37,4000,8000
2024-12-21,INTSHIP,Issue for Material Requisition,25163,Material Requisition,-36,8081.5,1.36,4000,8000
2024-12-22,INTSHIP,Issue for Material Requisition,25161,Material Requisition,-72,8009.5,1.35,4000,8000
2024-12-22,INTSHIP,Issue for Material Requisition,25190,Material Requisition,-72,7937.5,1.34,4000,8000
2024-12-22,INTSHIP,Issue for Material Requisition,25191,Material Requisition,-24,7913.5,1.33,4000,8000
2024-12-22,INTSHIP,Issue for Material Requisition,25283,Material Requisition,-36,7877.5,1.33,4000,8000
2024-12-23,INTSHIP,Issue for Material Requisition,25217,Material Requisition,-36,7841.5,1.32,4000,8000
2024-12-23,INTSHIP,Issue for Material Requisition,25322,Material Requisition,-36,7805.5,1.31,4000,8000
2024-12-25,INTSHIP,Issue for Material Requisition,25292,Material Requisition,-72,7733.5,1.3,4000,8000
2024-12-25,INTSHIP,Issue for Material Requisition,25376,Material Requisition,-36,7697.5,1.29,4000,8000
2024-12-26,INTSHIP,Issue for Material Requisition,25425,Material Requisition,-36,7661.5,1.29,4000,8000
2024-12-26,INTSHIP,Issue for Material Requisition,25461,Material Requisition,-36,7625.5,1.28,4000,8000
2024-12-27,INTSHIP,Issue for Material Requisition,25392,Material Requisition,-72,7553.5,1.27,4000,8000
2024-12-29,INTSHIP,Issue for Material Requisition,25529,Material Requisition,-36,7517.5,1.26,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25487,Material Requisition,-36,7481.5,1.26,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25583,Material Requisition,-36,7445.5,1.25,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25539,Material Requisition,-12,7433.5,1.25,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25488,Material Requisition,-72,7361.5,1.24,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25549,Material Requisition,-72,7289.5,1.23,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25341,Material Requisition,-72,7217.5,1.21,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25471,Material Requisition,-72,7145.5,1.2,4000,8000
2024-12-30,INTSHIP,Issue for Material Requisition,25601,Material Requisition,-72,7073.5,1.19,4000,8000
